Time,Oxygen Level,Pulse Rate,Motion
17:56:43 16/08/2026,96,118,0
17:56:45 16/08/2026,96,119,0
17:56:47 16/08/2026,96,118,0
17:56:49 16/08/2026,96,120,1
17:56:51 16/08/2026,96,122,0
17:56:53 16/08/2026,96,123,0
17:56:55 16/08/2026,96,124,0
17:56:57 16/08/2026,96,123,0
17:56:59 16/08/2026,96,123,0
17:57:01 16/08/2026,96,125,2
17:57:03 16/08/2026,96,126,1
17:57:05 16/08/2026,96,127,0
17:57:07 16/08/2026,96,128,1
17:57:09 16/08/2026,96,128,0
17:57:11 16/08/2026,96,128,1
17:57:13 16/08/2026,96,128,0
17:57:15 16/08/2026,96,128,0
17:57:17 16/08/2026,96,127,1
17:57:19 16/08/2026,97,126,0
17:57:21 16/08/2026,96,126,1
17:57:23 16/08/2026,96,127,1
17:57:25 16/08/2026,96,128,0
17:57:27 16/08/2026,96,128,1
17:57:29 16/08/2026,96,127,0
17:57:31 16/08/2026,96,127,1
17:57:33 16/08/2026,96,127,1
17:57:35 16/08/2026,96,127,0
17:57:37 16/08/2026,97,128,0
17:57:39 16/08/2026,97,128,0
17:57:41 16/08/2026,97,127,1
17:57:43 16/08/2026,97,127,0
17:57:45 16/08/2026,97,127,0
17:57:47 16/08/2026,97,128,0
17:57:49 16/08/2026,97,128,0
17:57:51 16/08/2026,97,130,0
17:57:53 16/08/2026,97,132,1
17:57:55 16/08/2026,97,133,0
17:57:57 16/08/2026,97,134,0
17:57:59 16/08/2026,96,133,0
17:58:01 16/08/2026,96,132,0
17:58:03 16/08/2026,96,132,0
17:58:05 16/08/2026,96,133,0
17:58:07 16/08/2026,97,134,0
17:58:09 16/08/2026,97,134,0
17:58:11 16/08/2026,97,132,0
17:58:13 16/08/2026,97,132,0
17:58:15 16/08/2026,97,131,0
17:58:17 16/08/2026,97,131,2
17:58:19 16/08/2026,97,131,0
17:58:21 16/08/2026,97,131,0
17:58:23 16/08/2026,97,131,0
17:58:25 16/08/2026,97,131,0
17:58:27 16/08/2026,97,132,1
17:58:29 16/08/2026,97,132,0
17:58:31 16/08/2026,97,133,2
17:58:33 16/08/2026,97,134,0
17:58:35 16/08/2026,97,135,0
17:58:37 16/08/2026,97,135,0
17:58:39 16/08/2026,97,136,0
17:58:41 16/08/2026,97,137,0
17:58:43 16/08/2026,97,138,0
17:58:45 16/08/2026,97,138,1
17:58:47 16/08/2026,97,138,0
17:58:49 16/08/2026,97,138,5
17:58:51 16/08/2026,96,138,3
17:58:53 16/08/2026,96,137,0
17:58:55 16/08/2026,96,136,0
17:58:57 16/08/2026,97,136,0
17:58:59 16/08/2026,97,135,0
17:59:01 16/08/2026,97,135,6
17:59:03 16/08/2026,97,135,2
17:59:05 16/08/2026,97,134,0
17:59:07 16/08/2026,97,134,0
17:59:09 16/08/2026,97,134,1
17:59:11 16/08/2026,97,135,0
17:59:13 16/08/2026,97,135,0
17:59:15 16/08/2026,97,135,0
17:59:17 16/08/2026,97,134,0
17:59:19 16/08/2026,97,133,0
17:59:21 16/08/2026,97,132,0
17:59:23 16/08/2026,97,131,0
17:59:25 16/08/2026,97,131,3
17:59:27 16/08/2026,97,131,1
17:59:29 16/08/2026,97,131,1
17:59:31 16/08/2026,97,132,0
17:59:33 16/08/2026,97,132,0
17:59:35 16/08/2026,97,132,1
17:59:37 16/08/2026,97,133,0
17:59:39 16/08/2026,97,132,0
17:59:41 16/08/2026,97,133,0
17:59:43 16/08/2026,97,134,0
17:59:45 16/08/2026,97,134,0
17:59:47 16/08/2026,97,134,0
17:59:49 16/08/2026,97,133,0
17:59:51 16/08/2026,97,132,0
17:59:53 16/08/2026,97,130,0
17:59:55 16/08/2026,97,129,2
17:59:57 16/08/2026,97,129,0
17:59:59 16/08/2026,97,129,0
18:00:01 16/08/2026,97,129,0
18:00:03 16/08/2026,97,129,0
18:00:05 16/08/2026,97,128,0
18:00:07 16/08/2026,97,127,0
18:00:09 16/08/2026,97,128,0
18:00:11 16/08/2026,97,130,0
18:00:13 16/08/2026,97,131,1
18:00:15 16/08/2026,97,131,0
18:00:17 16/08/2026,97,131,0
18:00:19 16/08/2026,97,130,0
18:00:21 16/08/2026,97,130,0
18:00:23 16/08/2026,97,131,0
18:00:25 16/08/2026,97,133,0
18:00:27 16/08/2026,97,134,0
18:00:29 16/08/2026,96,134,0
18:00:31 16/08/2026,96,133,0
18:00:33 16/08/2026,96,132,0
18:00:35 16/08/2026,96,132,1
18:00:37 16/08/2026,96,132,0
18:00:39 16/08/2026,97,133,0
18:00:41 16/08/2026,97,134,1
18:00:43 16/08/2026,97,134,4
18:00:45 16/08/2026,97,134,1
18:00:47 16/08/2026,96,134,0
18:00:49 16/08/2026,96,133,0
18:00:51 16/08/2026,96,132,0
18:00:53 16/08/2026,96,132,1
18:00:55 16/08/2026,96,132,1
18:00:57 16/08/2026,96,132,1
18:00:59 16/08/2026,96,133,1
18:01:01 16/08/2026,96,132,1
18:01:03 16/08/2026,96,132,0
18:01:05 16/08/2026,97,132,0
18:01:07 16/08/2026,97,132,0
18:01:09 16/08/2026,96,132,0
18:01:11 16/08/2026,96,133,1
18:01:13 16/08/2026,96,132,0
18:01:15 16/08/2026,97,132,0
18:01:17 16/08/2026,97,132,1
18:01:19 16/08/2026,97,132,0
18:01:21 16/08/2026,96,132,0
18:01:23 16/08/2026,96,132,1
18:01:25 16/08/2026,96,132,2
18:01:27 16/08/2026,96,132,0
18:01:29 16/08/2026,96,132,0
18:01:31 16/08/2026,96,132,0
18:01:33 16/08/2026,96,133,0
18:01:35 16/08/2026,96,135,4
18:01:37 16/08/2026,97,135,0
18:01:39 16/08/2026,97,135,0
18:01:41 16/08/2026,97,134,4
18:01:43 16/08/2026,96,134,1
18:01:45 16/08/2026,96,135,0
18:01:47 16/08/2026,96,135,0
18:01:49 16/08/2026,96,135,0
18:01:51 16/08/2026,96,134,0
18:01:53 16/08/2026,96,135,0
18:01:55 16/08/2026,97,135,0
18:01:57 16/08/2026,97,135,0
18:01:59 16/08/2026,97,134,0
18:02:01 16/08/2026,97,133,0
18:02:03 16/08/2026,97,131,0
18:02:05 16/08/2026,97,130,1
18:02:07 16/08/2026,97,131,0
18:02:09 16/08/2026,97,131,0
18:02:11 16/08/2026,97,132,1
18:02:13 16/08/2026,97,133,0
18:02:15 16/08/2026,97,134,0
18:02:17 16/08/2026,97,135,0
18:02:19 16/08/2026,97,135,0
18:02:21 16/08/2026,97,135,0
18:02:23 16/08/2026,97,135,0
18:02:25 16/08/2026,97,135,0
18:02:27 16/08/2026,97,136,0
18:02:29 16/08/2026,97,135,1
18:02:31 16/08/2026,97,135,1
18:02:33 16/08/2026,97,134,0
18:02:35 16/08/2026,97,134,0
18:02:37 16/08/2026,97,133,0
18:02:39 16/08/2026,97,132,5
18:02:41 16/08/2026,97,132,15
18:02:43 16/08/2026,97,132,18
18:02:45 16/08/2026,97,132,14
18:02:47 16/08/2026,97,132,6
18:02:49 16/08/2026,97,132,7
18:02:51 16/08/2026,97,132,22
18:02:53 16/08/2026,97,133,29
18:02:55 16/08/2026,97,132,6
18:02:57 16/08/2026,97,131,8
18:02:59 16/08/2026,97,132,0
18:03:01 16/08/2026,97,131,0
18:03:03 16/08/2026,97,129,0
18:03:05 16/08/2026,97,128,0
18:03:07 16/08/2026,97,125,0
18:03:09 16/08/2026,97,124,0
18:03:11 16/08/2026,97,125,0
18:03:13 16/08/2026,97,126,0
18:03:15 16/08/2026,97,128,1
18:03:17 16/08/2026,97,128,0
18:03:19 16/08/2026,97,129,1
18:03:21 16/08/2026,97,129,1
18:03:23 16/08/2026,97,129,0
18:03:25 16/08/2026,96,128,0
18:03:27 16/08/2026,96,127,1
18:03:29 16/08/2026,96,125,0
18:03:31 16/08/2026,97,124,4
18:03:33 16/08/2026,97,124,0
18:03:35 16/08/2026,97,124,1
18:03:37 16/08/2026,97,124,1
18:03:39 16/08/2026,97,124,0
18:03:41 16/08/2026,97,124,1
18:03:43 16/08/2026,97,126,1
18:03:45 16/08/2026,97,127,1
18:03:47 16/08/2026,97,127,1
18:03:49 16/08/2026,97,127,1
18:03:51 16/08/2026,97,126,2
18:03:53 16/08/2026,97,126,0
18:03:55 16/08/2026,97,126,0
18:03:57 16/08/2026,97,126,1
18:03:59 16/08/2026,97,126,0
18:04:01 16/08/2026,97,127,0
18:04:03 16/08/2026,97,126,1
18:04:05 16/08/2026,97,126,1
18:04:07 16/08/2026,97,125,6
18:04:09 16/08/2026,97,123,0
18:04:11 16/08/2026,97,123,0
18:04:13 16/08/2026,97,124,0
18:04:15 16/08/2026,97,125,0
18:04:17 16/08/2026,97,126,0
18:04:19 16/08/2026,96,127,0
18:04:21 16/08/2026,97,127,1
18:04:23 16/08/2026,97,127,28
18:04:25 16/08/2026,97,126,5
18:04:27 16/08/2026,96,125,1
18:04:29 16/08/2026,96,125,0
18:04:31 16/08/2026,95,125,5
18:04:33 16/08/2026,95,126,0
18:04:35 16/08/2026,96,125,1
18:04:37 16/08/2026,96,125,2
18:04:39 16/08/2026,96,125,0
18:04:41 16/08/2026,96,124,0
18:04:43 16/08/2026,96,124,2
18:04:45 16/08/2026,96,124,2
18:04:47 16/08/2026,95,124,0
18:04:49 16/08/2026,95,123,1
18:04:51 16/08/2026,95,122,2
18:04:53 16/08/2026,95,121,0
18:04:55 16/08/2026,95,121,0
18:04:57 16/08/2026,95,122,3
18:04:59 16/08/2026,95,122,1
18:05:01 16/08/2026,95,122,1
18:05:03 16/08/2026,95,122,1
18:05:05 16/08/2026,95,121,0
18:05:07 16/08/2026,96,120,0
18:05:09 16/08/2026,96,121,0
18:05:11 16/08/2026,96,120,0
18:05:13 16/08/2026,96,120,1
18:05:15 16/08/2026,96,120,0
18:05:17 16/08/2026,96,120,0
18:05:19 16/08/2026,96,119,0
18:05:21 16/08/2026,96,120,0
18:05:23 16/08/2026,96,121,0
18:05:25 16/08/2026,96,121,0
18:05:27 16/08/2026,96,121,0
18:05:29 16/08/2026,96,121,0
18:05:31 16/08/2026,97,121,0
18:05:33 16/08/2026,97,121,0
18:05:35 16/08/2026,96,121,0
18:05:37 16/08/2026,96,121,3
18:05:39 16/08/2026,96,121,2
18:05:41 16/08/2026,96,121,2
18:05:43 16/08/2026,96,120,0
18:05:45 16/08/2026,96,120,0
18:05:47 16/08/2026,96,120,0
18:05:49 16/08/2026,96,119,8
18:05:51 16/08/2026,96,118,1
18:05:53 16/08/2026,96,117,1
18:05:55 16/08/2026,96,118,2
18:05:57 16/08/2026,96,117,0
18:05:59 16/08/2026,96,120,1
18:06:01 16/08/2026,96,120,0
18:06:03 16/08/2026,96,118,0
18:06:05 16/08/2026,96,119,0
18:06:07 16/08/2026,96,116,0
18:06:09 16/08/2026,96,116,0
18:06:11 16/08/2026,96,116,0
18:06:13 16/08/2026,96,116,0
18:06:15 16/08/2026,96,116,0
18:06:17 16/08/2026,96,116,2
18:06:19 16/08/2026,96,116,1
18:06:21 16/08/2026,96,116,2
18:06:23 16/08/2026,96,116,1
18:06:25 16/08/2026,96,117,1
18:06:27 16/08/2026,96,117,3
18:06:29 16/08/2026,96,117,1
18:06:31 16/08/2026,96,116,0
18:06:33 16/08/2026,96,115,2
18:06:35 16/08/2026,96,115,2
18:06:37 16/08/2026,96,113,5
18:06:39 16/08/2026,96,115,1
18:06:41 16/08/2026,96,114,100
18:06:43 16/08/2026,96,114,0
18:06:45 16/08/2026,96,115,6
18:06:47 16/08/2026,96,116,1
18:06:49 16/08/2026,96,117,0
18:06:51 16/08/2026,96,119,0
18:06:53 16/08/2026,97,120,29
18:06:55 16/08/2026,97,123,1
18:06:57 16/08/2026,97,125,0
18:06:59 16/08/2026,97,125,0
18:07:01 16/08/2026,97,126,0
18:07:03 16/08/2026,97,126,0
18:07:05 16/08/2026,97,126,0
18:07:07 16/08/2026,97,126,0
18:07:09 16/08/2026,97,127,0
18:07:11 16/08/2026,97,127,0
18:07:13 16/08/2026,97,128,0
18:07:15 16/08/2026,97,128,2
18:07:17 16/08/2026,97,127,0
18:07:19 16/08/2026,97,125,0
18:07:21 16/08/2026,97,126,0
18:07:23 16/08/2026,97,127,2
18:07:25 16/08/2026,97,128,0
18:07:27 16/08/2026,97,129,1
18:07:29 16/08/2026,97,128,0
18:07:31 16/08/2026,97,127,16
18:07:33 16/08/2026,97,128,31
18:07:35 16/08/2026,97,128,14
18:07:37 16/08/2026,97,129,10
18:07:39 16/08/2026,97,129,9
18:07:41 16/08/2026,97,129,2
18:07:43 16/08/2026,97,129,0
18:07:45 16/08/2026,97,129,0
18:07:47 16/08/2026,97,129,0
18:07:49 16/08/2026,97,129,0
18:07:51 16/08/2026,96,128,4
18:07:53 16/08/2026,96,126,2
18:07:55 16/08/2026,96,125,1
18:07:57 16/08/2026,96,124,0
18:07:59 16/08/2026,96,124,0
18:08:01 16/08/2026,96,123,0
18:08:03 16/08/2026,96,123,0
18:08:05 16/08/2026,95,122,1
18:08:07 16/08/2026,96,123,1
18:08:09 16/08/2026,96,123,1
18:08:11 16/08/2026,96,123,2
18:08:13 16/08/2026,95,123,1
18:08:15 16/08/2026,95,123,1
18:08:17 16/08/2026,94,123,1
18:08:19 16/08/2026,94,122,1
18:08:21 16/08/2026,95,123,2
18:08:23 16/08/2026,96,123,2
18:08:25 16/08/2026,96,123,3
18:08:27 16/08/2026,96,123,3
18:08:29 16/08/2026,96,124,1
18:08:31 16/08/2026,95,123,3
18:08:33 16/08/2026,95,123,1
18:08:35 16/08/2026,95,124,3
18:08:37 16/08/2026,95,123,2
18:08:39 16/08/2026,95,123,3
18:08:41 16/08/2026,95,123,3
18:08:43 16/08/2026,95,123,1
18:08:45 16/08/2026,95,123,0
18:08:47 16/08/2026,95,123,1
18:08:49 16/08/2026,95,123,1
18:08:51 16/08/2026,96,124,0
18:08:53 16/08/2026,96,125,0
18:08:55 16/08/2026,96,126,2
18:08:57 16/08/2026,97,126,3
18:08:59 16/08/2026,96,126,0
18:09:01 16/08/2026,96,125,3
18:09:03 16/08/2026,95,124,2
18:09:05 16/08/2026,95,124,2
18:09:07 16/08/2026,95,123,4
18:09:09 16/08/2026,95,123,2
18:09:11 16/08/2026,95,123,2
18:09:13 16/08/2026,95,123,0
18:09:15 16/08/2026,96,124,1
18:09:17 16/08/2026,96,126,1
18:09:19 16/08/2026,95,124,2
18:09:21 16/08/2026,95,124,1
18:09:23 16/08/2026,96,123,6
18:09:25 16/08/2026,96,123,2
18:09:27 16/08/2026,96,124,2
18:09:29 16/08/2026,96,124,1
18:09:31 16/08/2026,96,124,1
18:09:33 16/08/2026,96,124,0
18:09:35 16/08/2026,96,125,0
18:09:37 16/08/2026,96,126,1
18:09:39 16/08/2026,96,125,1
18:09:41 16/08/2026,96,126,3
18:09:43 16/08/2026,96,124,1
18:09:45 16/08/2026,96,124,1
18:09:47 16/08/2026,96,124,77
18:09:49 16/08/2026,96,124,6
18:09:51 16/08/2026,96,124,2
18:09:53 16/08/2026,96,125,1
18:09:55 16/08/2026,96,126,1
18:09:57 16/08/2026,96,127,5
18:09:59 16/08/2026,97,127,2
18:10:01 16/08/2026,97,127,3
18:10:03 16/08/2026,97,127,1
18:10:05 16/08/2026,97,127,1
18:10:07 16/08/2026,97,127,2
18:10:09 16/08/2026,96,127,1
18:10:11 16/08/2026,95,127,2
18:10:13 16/08/2026,95,127,2
18:10:15 16/08/2026,95,127,1
18:10:17 16/08/2026,95,125,1
18:10:19 16/08/2026,95,126,2
18:10:21 16/08/2026,95,125,1
18:10:23 16/08/2026,96,125,0
18:10:25 16/08/2026,96,125,1
18:10:27 16/08/2026,95,124,2
18:10:29 16/08/2026,95,124,16
18:10:31 16/08/2026,95,124,21
18:10:33 16/08/2026,95,124,5
18:10:35 16/08/2026,95,123,0
18:10:37 16/08/2026,95,125,0
18:10:39 16/08/2026,96,125,0
18:10:41 16/08/2026,97,125,2
18:10:43 16/08/2026,97,124,3
18:10:45 16/08/2026,97,124,1
18:10:47 16/08/2026,97,125,0
18:10:49 16/08/2026,97,126,1
18:10:51 16/08/2026,97,127,0
18:10:53 16/08/2026,97,127,0
18:10:55 16/08/2026,97,128,0
18:10:57 16/08/2026,97,129,1
18:10:59 16/08/2026,97,129,0
18:11:01 16/08/2026,97,129,0
18:11:03 16/08/2026,97,128,1
18:11:05 16/08/2026,97,128,1
18:11:07 16/08/2026,97,129,2
18:11:09 16/08/2026,97,129,0
18:11:11 16/08/2026,97,131,1
18:11:13 16/08/2026,97,132,4
18:11:15 16/08/2026,97,133,0
18:11:17 16/08/2026,97,134,0
18:11:19 16/08/2026,97,134,0
18:11:21 16/08/2026,97,133,0
18:11:23 16/08/2026,97,133,0
18:11:25 16/08/2026,97,133,0
18:11:27 16/08/2026,97,135,0
18:11:29 16/08/2026,97,135,0
18:11:31 16/08/2026,96,133,4
18:11:33 16/08/2026,96,133,0
18:11:35 16/08/2026,96,132,0
18:11:37 16/08/2026,97,133,0
18:11:39 16/08/2026,97,134,0
18:11:41 16/08/2026,97,134,1
18:11:43 16/08/2026,97,133,0
18:11:45 16/08/2026,97,132,0
18:11:47 16/08/2026,97,132,24
18:11:49 16/08/2026,97,131,4
18:11:51 16/08/2026,97,131,5
18:11:53 16/08/2026,97,133,0
18:11:55 16/08/2026,97,133,0
18:11:57 16/08/2026,97,135,0
18:11:59 16/08/2026,97,134,2
18:12:01 16/08/2026,97,131,0
18:12:03 16/08/2026,97,130,4
18:12:05 16/08/2026,97,129,1
18:12:07 16/08/2026,97,129,3
18:12:09 16/08/2026,97,130,4
18:12:11 16/08/2026,97,131,0
18:12:13 16/08/2026,97,132,0
18:12:15 16/08/2026,97,133,0
18:12:17 16/08/2026,97,133,1
18:12:19 16/08/2026,96,133,0
18:12:21 16/08/2026,96,133,3
18:12:23 16/08/2026,96,132,3
18:12:25 16/08/2026,96,131,1
18:12:27 16/08/2026,96,131,0
18:12:29 16/08/2026,96,130,0
18:12:31 16/08/2026,96,130,0
18:12:33 16/08/2026,96,129,2
18:12:35 16/08/2026,96,129,1
18:12:37 16/08/2026,96,127,0
18:12:39 16/08/2026,96,126,5
18:12:41 16/08/2026,96,126,0
18:12:43 16/08/2026,96,127,1
18:12:45 16/08/2026,96,127,1
18:12:47 16/08/2026,96,127,0
18:12:49 16/08/2026,96,126,1
18:12:51 16/08/2026,97,126,0
18:12:53 16/08/2026,97,126,1
18:12:55 16/08/2026,97,127,0
18:12:57 16/08/2026,97,128,0
18:12:59 16/08/2026,97,130,1
18:13:01 16/08/2026,97,130,0
18:13:03 16/08/2026,97,130,0
18:13:05 16/08/2026,96,129,0
18:13:07 16/08/2026,95,128,0
18:13:09 16/08/2026,95,128,0
18:13:11 16/08/2026,96,127,0
18:13:13 16/08/2026,96,128,1
18:13:15 16/08/2026,96,128,0
18:13:17 16/08/2026,96,129,1
18:13:19 16/08/2026,96,129,0
18:13:21 16/08/2026,96,129,2
18:13:23 16/08/2026,96,129,5
18:13:25 16/08/2026,96,128,52
18:13:27 16/08/2026,96,128,59
18:13:29 16/08/2026,96,128,0
18:13:31 16/08/2026,96,128,0
18:13:33 16/08/2026,96,130,7
18:13:35 16/08/2026,96,132,4
18:13:37 16/08/2026,96,131,1
18:13:39 16/08/2026,96,133,0
18:13:41 16/08/2026,96,132,0
18:13:43 16/08/2026,96,131,0
18:13:45 16/08/2026,97,133,47
18:13:47 16/08/2026,97,133,2
18:13:49 16/08/2026,97,132,0
18:13:51 16/08/2026,97,132,0
18:13:53 16/08/2026,97,132,0
18:13:55 16/08/2026,97,131,0
18:13:57 16/08/2026,97,131,1
18:13:59 16/08/2026,97,130,1
18:14:01 16/08/2026,97,129,0
18:14:03 16/08/2026,97,128,0
18:14:05 16/08/2026,97,128,0
18:14:07 16/08/2026,98,127,0
18:14:09 16/08/2026,98,127,2
18:14:11 16/08/2026,98,128,0
18:14:13 16/08/2026,98,129,1
18:14:15 16/08/2026,98,132,1
18:14:17 16/08/2026,98,133,0
18:14:19 16/08/2026,98,131,0
18:14:21 16/08/2026,98,129,1
18:14:23 16/08/2026,97,127,0
18:14:25 16/08/2026,97,126,4
18:14:27 16/08/2026,97,126,0
18:14:29 16/08/2026,97,126,0
18:14:31 16/08/2026,97,128,0
18:14:33 16/08/2026,97,130,2
18:14:35 16/08/2026,97,131,2
18:14:37 16/08/2026,97,131,3
18:14:39 16/08/2026,97,130,0
18:14:41 16/08/2026,96,129,0
18:14:43 16/08/2026,96,129,2
18:14:45 16/08/2026,96,128,0
18:14:47 16/08/2026,96,128,1
18:14:49 16/08/2026,96,129,3
18:14:51 16/08/2026,96,129,0
18:14:53 16/08/2026,96,131,0
18:14:55 16/08/2026,96,131,0
18:14:57 16/08/2026,97,131,0
18:14:59 16/08/2026,97,132,0
18:15:01 16/08/2026,97,133,0
18:15:03 16/08/2026,97,133,0
18:15:05 16/08/2026,97,133,0
18:15:07 16/08/2026,97,132,0
18:15:09 16/08/2026,97,131,0
18:15:11 16/08/2026,97,131,1
18:15:13 16/08/2026,97,131,0
18:15:15 16/08/2026,96,130,0
18:15:17 16/08/2026,96,130,3
18:15:19 16/08/2026,96,130,2
18:15:21 16/08/2026,96,130,2
18:15:23 16/08/2026,96,131,0
18:15:25 16/08/2026,96,131,1
18:15:27 16/08/2026,96,131,6
18:15:29 16/08/2026,96,131,15
18:15:31 16/08/2026,96,131,46
18:15:33 16/08/2026,96,131,0
18:15:35 16/08/2026,96,131,0
18:15:37 16/08/2026,96,131,0
18:15:39 16/08/2026,96,131,0
18:15:41 16/08/2026,96,131,0
18:15:43 16/08/2026,96,132,5
18:15:45 16/08/2026,97,132,1
18:15:47 16/08/2026,97,132,0
18:15:49 16/08/2026,97,132,0
18:15:51 16/08/2026,97,132,0
18:15:53 16/08/2026,96,132,0
18:15:55 16/08/2026,96,132,0
18:15:57 16/08/2026,97,132,0
18:15:59 16/08/2026,97,132,7
18:16:01 16/08/2026,97,133,0
18:16:03 16/08/2026,97,134,0
18:16:05 16/08/2026,97,134,0
18:16:07 16/08/2026,97,133,0
18:16:09 16/08/2026,97,133,0
18:16:11 16/08/2026,97,134,0
18:16:13 16/08/2026,97,135,0
18:16:15 16/08/2026,97,136,0
18:16:17 16/08/2026,97,136,0
18:16:19 16/08/2026,97,136,1
18:16:21 16/08/2026,97,135,0
18:16:23 16/08/2026,97,134,1
18:16:25 16/08/2026,97,134,0
18:16:27 16/08/2026,97,133,0
18:16:29 16/08/2026,97,134,0
18:16:31 16/08/2026,97,135,0
18:16:33 16/08/2026,97,136,0
18:16:35 16/08/2026,97,136,1
18:16:37 16/08/2026,97,135,0
18:16:39 16/08/2026,96,135,1
18:16:41 16/08/2026,96,134,4
18:16:43 16/08/2026,96,134,19
18:16:45 16/08/2026,96,133,13
18:16:47 16/08/2026,96,133,37
18:16:49 16/08/2026,96,132,0
18:16:51 16/08/2026,96,133,0
18:16:53 16/08/2026,96,132,1
18:16:55 16/08/2026,96,132,6
18:16:57 16/08/2026,96,132,5
18:16:59 16/08/2026,97,131,0
18:17:01 16/08/2026,97,132,1
18:17:03 16/08/2026,97,133,0
18:17:05 16/08/2026,97,133,0
18:17:07 16/08/2026,97,133,1
18:17:09 16/08/2026,97,132,0
18:17:11 16/08/2026,97,131,0
18:17:13 16/08/2026,97,131,0
18:17:15 16/08/2026,97,130,0
18:17:17 16/08/2026,97,130,0
18:17:19 16/08/2026,96,129,0
18:17:21 16/08/2026,97,128,0
18:17:23 16/08/2026,97,129,4
18:17:25 16/08/2026,97,129,0
18:17:27 16/08/2026,97,130,2
18:17:29 16/08/2026,96,131,0
18:17:31 16/08/2026,96,131,1
18:17:33 16/08/2026,96,131,0
18:17:35 16/08/2026,96,131,1
18:17:37 16/08/2026,96,131,0
18:17:39 16/08/2026,96,131,0
18:17:41 16/08/2026,96,131,0
18:17:43 16/08/2026,96,130,0
18:17:45 16/08/2026,96,129,0
18:17:47 16/08/2026,96,128,0
18:17:49 16/08/2026,96,128,0
18:17:51 16/08/2026,96,128,0
18:17:53 16/08/2026,96,128,0
18:17:55 16/08/2026,97,130,0
18:17:57 16/08/2026,97,131,3
18:17:59 16/08/2026,97,132,0
18:18:01 16/08/2026,96,131,3
18:18:03 16/08/2026,96,130,1
18:18:05 16/08/2026,97,130,2
18:18:07 16/08/2026,97,129,6
18:18:09 16/08/2026,97,129,3
18:18:11 16/08/2026,97,130,0
18:18:13 16/08/2026,97,129,0
18:18:15 16/08/2026,97,130,0
18:18:17 16/08/2026,97,132,5
18:18:19 16/08/2026,97,135,4
18:18:21 16/08/2026,97,137,25
18:18:23 16/08/2026,97,137,11
18:18:25 16/08/2026,97,138,1
18:18:27 16/08/2026,97,137,4
18:18:29 16/08/2026,97,135,25
18:18:31 16/08/2026,97,134,4
18:18:33 16/08/2026,97,132,0
18:18:35 16/08/2026,97,130,0
18:18:37 16/08/2026,96,131,2
18:18:39 16/08/2026,96,132,1
18:18:41 16/08/2026,96,131,0
18:18:43 16/08/2026,96,133,0
18:18:45 16/08/2026,97,134,0
18:18:47 16/08/2026,97,134,0
18:18:49 16/08/2026,97,135,5
18:18:51 16/08/2026,97,135,1
18:18:53 16/08/2026,97,136,1
18:18:55 16/08/2026,97,135,1
18:18:57 16/08/2026,97,135,1
18:18:59 16/08/2026,97,135,0
18:19:01 16/08/2026,97,135,1
18:19:03 16/08/2026,97,137,2
18:19:05 16/08/2026,96,139,1
18:19:07 16/08/2026,96,141,1
18:19:09 16/08/2026,96,142,3
18:19:11 16/08/2026,97,143,1
18:19:13 16/08/2026,97,144,1
18:19:15 16/08/2026,97,145,1
18:19:17 16/08/2026,97,146,6
18:19:19 16/08/2026,97,147,2
18:19:21 16/08/2026,97,147,0
18:19:23 16/08/2026,97,147,1
18:19:25 16/08/2026,97,146,1
18:19:27 16/08/2026,97,147,1
18:19:29 16/08/2026,97,148,3
18:19:31 16/08/2026,97,148,3
18:19:33 16/08/2026,97,149,0
18:19:35 16/08/2026,97,150,1
18:19:37 16/08/2026,97,149,1
18:19:39 16/08/2026,97,149,1
18:19:41 16/08/2026,96,149,0
18:19:43 16/08/2026,96,149,2
18:19:45 16/08/2026,96,150,1
18:19:47 16/08/2026,96,152,1
18:19:49 16/08/2026,96,155,1
18:19:51 16/08/2026,96,156,2
18:19:53 16/08/2026,96,157,1
18:19:55 16/08/2026,96,157,1
18:19:57 16/08/2026,96,157,3
18:19:59 16/08/2026,96,157,3
18:20:01 16/08/2026,96,158,2
18:20:03 16/08/2026,97,159,0
18:20:05 16/08/2026,97,160,1
18:20:07 16/08/2026,97,161,2
18:20:09 16/08/2026,97,161,1
18:20:11 16/08/2026,97,161,0
18:20:13 16/08/2026,97,160,2
18:20:15 16/08/2026,97,159,0
18:20:17 16/08/2026,97,158,0
18:20:19 16/08/2026,96,157,18
18:20:21 16/08/2026,96,156,27
18:20:23 16/08/2026,96,155,2
18:20:25 16/08/2026,96,154,0
18:20:27 16/08/2026,96,154,3
18:20:29 16/08/2026,96,153,1
18:20:31 16/08/2026,96,152,1
18:20:33 16/08/2026,96,151,1
18:20:35 16/08/2026,96,150,0
18:20:37 16/08/2026,96,149,0
18:20:39 16/08/2026,96,148,0
18:20:41 16/08/2026,97,148,5
18:20:43 16/08/2026,97,148,13
18:20:45 16/08/2026,97,147,1
18:20:47 16/08/2026,97,147,1
18:20:49 16/08/2026,97,147,12
18:20:51 16/08/2026,97,146,4
18:20:53 16/08/2026,97,145,0
18:20:55 16/08/2026,97,145,0
18:20:57 16/08/2026,97,144,0
18:20:59 16/08/2026,97,143,14
18:21:01 16/08/2026,97,143,9
18:21:03 16/08/2026,96,143,10
18:21:05 16/08/2026,96,143,9
18:21:07 16/08/2026,96,143,10
18:21:09 16/08/2026,97,144,9
18:21:11 16/08/2026,97,143,7
